Bib Number,Athlete Name,Gender,City,State,Country,Division,Status,Finish Time,Swim Time,T1 Time,Bike Time,T2 Time,Run Time,Overall Rank,Gender Rank,Division Rank,AWA Points,Swim Rank (Overall),Swim Rank (Gender),Swim Rank (Division),Bike Rank (Overall),Bike Rank (Gender),Bike Rank (Division),Run Rank (Overall),Run Rank (Gender),Run Rank (Division),Finish (Seconds),Swim (Seconds),T1 (Seconds),Bike (Seconds),T2 (Seconds),Run (Seconds)
"47","Tim Gošnjak","Male","Zreče","foreigner","SI","M25-29","FIN","4:01:06","0:28:13","","2:08:00","","1:19:16","1","1","1","3500","26","23","7","2","2","1","1","1","1","14466","1693","196","7680","141","4756"
"267","Paul Loiseaux","Male","poitiers","","FR","M25-29","FIN","4:03:05","0:26:06","","2:12:41","","1:19:12","2","2","2","3464","7","6","2","4","4","2","2","2","2","14585","1566","170","7961","136","4752"
"23","Niklas Ludwig","Male","München","TX","DE","M18-24","FIN","4:07:13","0:25:33","","2:08:13","","1:29:32","3","3","1","3500","4","4","3","1","1","1","3","3","1","14833","1533","148","7693","85","5372"
"228","Thomas Messner","Male","Zeltweg","","AT","M18-24","FIN","4:07:17","0:29:17","","2:20:47","","1:11:56","4","4","2","3498","34","30","9","9","9","3","4","4","2","14837","1757","182","8447","136","4316"
"234","Tom Vaelen","Male","Chaudfontaine","","BE","M18-24","FIN","4:09:27","0:24:43","","2:12:33","","1:27:15","5","5","3","3459","1","1","1","3","3","2","5","5","3","14967","1483","167","7953","128","5235"
"42","Omar Bertazzo","Male","tribano","","IT","M30-34","FIN","4:09:33","0:27:05","","2:14:19","","1:23:25","6","6","1","3500","13","11","2","5","5","1","6","6","1","14973","1625","187","8059","98","5005"
"58","Joachim Philipps","Male","Stundwiller","","FR","M25-29","FIN","4:12:46","0:28:14","","2:21:33","","1:17:48","7","7","3","3290","27","24","8","11","11","4","7","7","3","15166","1694","213","8493","97","4668"
"500","Bruno Škrinjaric","Male","Velika Gorica","Croatia","HR","M35-39","FIN","4:17:00","0:30:34","","2:23:07","","1:17:25","8","8","1","3500","63","57","6","27","27","4","8","8","1","15420","1834","208","8587","145","4645"
"292","Zsolt Szollár","Male","Nagykanizsa","foreigner","HU","M25-29","FIN","4:17:33","0:28:53","","2:18:24","","1:24:15","9","9","4","3203","31","27","9","8","8","3","9","9","4","15453","1733","222","8304","138","5055"
"496","David Stalder","Male","Zürich","","CH","M35-39","FIN","4:19:07","0:27:35","","2:26:20","","1:19:25","10","10","2","3461","19","16","1","25","25","3","10","10","2","15547","1655","189","8780","157","4765"
"63","Jack Rees","Male","Stockton-on-Tees","","GB","M30-34","FIN","4:19:10","0:31:22","","2:13:06","","1:29:33","11","11","2","3326","87","79","13","6","6","2","11","11","2","15550","1882","182","7986","126","5373"
"68","Oliver Wykman","Male","KALMAR","","SE","M25-29","FIN","4:21:23","0:32:25","","2:21:55","","1:20:24","12","12","5","3134","130","119","19","40","40","7","12","12","5","15683","1945","229","8515","168","4824"
"12","Lorenzo Caspani","Male","Montano Lucino","Como","IT","M25-29","FIN","4:21:39","0:31:22","","2:20:45","","1:24:39","13","13","6","3130","88","80","14","19","19","5","13","13","6","15699","1882","191","8445","101","5079"
"821","Rob Kwaaitaal","Male","Lent - Nijmegen","","NL","M50-54","FIN","4:22:05","0:26:33","","2:20:04","","1:30:29","14","14","1","3500","8","7","1","7","7","1","14","14","1","15725","1593","177","8404","122","5429"
"225","Maksymilian Glapinski","Male","Warszawa","","PL","M18-24","FIN","4:22:31","0:27:18","","2:27:48","","1:22:01","15","15","4","3224","16","13","6","42","42","6","15","15","4","15751","1638","196","8868","127","4921"
"331","Marko Horvat","Male","Porec","","HR","M30-34","FIN","4:23:54","0:35:36","","2:16:18","","1:26:48","16","16","3","3241","283","260","36","18","18","6","16","16","3","15834","2136","192","8178","120","5208"
"279","Michael Pozdenkov","Male","Brno","foreigner","CZ","M25-29","FIN","4:25:18","0:30:17","","2:24:14","","1:24:57","17","17","7","3064","54","50","11","38","38","6","17","17","7","15918","1817","208","8654","142","5097"
"268","Edoardo Lombardi","Male","FORLì","FC","IT","M25-29","FIN","4:25:43","0:33:49","","2:21:04","","1:24:42","18","18","8","3056","184","169","22","43","43","8","18","18","8","15943","2029","219","8464","150","5082"
"516","Michele Aglio","Male","Rovigo","italia","IT","M40-44","FIN","4:27:00","0:30:06","","2:23:31","","1:26:13","19","19","1","3500","48","44","6","41","41","10","19","19","1","16020","1806","274","8611","155","5173"
"299","Luca Zanet","Male","SAN POLO DI PIAVE","TREVISO","IT","M25-29","FIN","4:27:38","0:27:26","","2:28:33","","1:26:19","20","20","9","3022","17","14","4","49","49","10","20","20","9","16058","1646","184","8913","136","5179"
"55","Markus Lukacs","Male","Breitensee","","AT","M35-39","FIN","4:28:44","0:29:20","","2:22:09","","1:31:44","21","21","3","3288","35","31","3","15","15","1","21","21","3","16124","1760","186","8529","145","5504"
"486","Fabio Richlan","Male","Obertrum am See","AU-ACT","AT","M35-39","FIN","4:28:56","0:34:05","","2:19:42","","1:29:11","22","22","4","3285","195","179","27","30","30","6","22","22","4","16136","2045","219","8382","139","5351"
