Bib Number,Athlete Name,Gender,City,State,Country,Division,Status,Finish Time,Swim Time,T1 Time,Bike Time,T2 Time,Run Time,Overall Rank,Gender Rank,Division Rank,AWA Points,Swim Rank (Overall),Swim Rank (Gender),Swim Rank (Division),Bike Rank (Overall),Bike Rank (Gender),Bike Rank (Division),Run Rank (Overall),Run Rank (Gender),Run Rank (Division),Finish (Seconds),Swim (Seconds),T1 (Seconds),Bike (Seconds),T2 (Seconds),Run (Seconds)
"6","Sam Appleton","Male","Boulder","CO","AU","MPRO","FIN","3:46:34","0:24:28","","2:01:05","","1:16:52","1","1","1","3500","1","1","1","1","1","1","1","1","1","13594","1468","130","7265","119","4612"
"1","Cody Beals","Male","Guelph","ON","CA","MPRO","FIN","3:54:49","0:27:14","","2:05:45","","1:17:48","2","2","2","3351","21","16","6","3","3","3","2","2","2","14089","1634","127","7545","115","4668"
"9","Matt Russell","Male","Sarasota","FL","US","MPRO","FIN","3:58:51","0:28:26","","2:06:28","","1:19:35","3","3","3","3278","38","32","11","4","4","4","3","3","3","14331","1706","125","7588","137","4775"
"2","Adam Otstot","Male","Williamsburg","VA","US","MPRO","FIN","3:59:33","0:28:25","","2:07:38","","1:19:23","4","4","4","3266","37","31","10","6","6","6","4","4","4","14373","1705","125","7658","122","4763"
"10","Andrew Yoder","Male","Lancaster","PA","US","MPRO","FIN","4:01:25","0:24:31","","2:02:50","","1:29:37","5","5","5","3232","2","2","2","2","2","2","5","5","5","14485","1471","132","7370","135","5377"
"26","Jordan Monnink","Male","Ottawa","ON","CA","MPRO","FIN","4:03:38","0:28:33","","2:10:10","","1:20:09","6","6","6","3192","42","36","13","9","9","8","6","6","6","14618","1713","153","7810","133","4809"
"4","Gregory Close","Male","Brooklyn","NY","US","MPRO","FIN","4:07:33","0:31:03","","2:10:16","","1:21:50","7","7","7","3122","110","85","19","15","15","14","7","7","7","14853","1863","134","7816","130","4910"
"18","Scott Cooper","Male","Calgary","AB","CA","MPRO","FIN","4:08:06","0:32:48","","2:11:28","","1:18:51","8","8","8","3112","215","168","21","22","22","17","8","8","8","14886","1968","161","7888","138","4731"
"15","Scott Bradley","Male","Rochester","NY","US","MPRO","FIN","4:08:30","0:31:54","","2:06:59","","1:24:20","9","9","9","3105","150","116","20","10","10","9","9","9","9","14910","1914","166","7619","151","5060"
"13","Aj Baucco","Male","Cleveland","OH","US","MPRO","FIN","4:09:20","0:27:07","","2:17:43","","1:20:06","10","10","10","3090","18","13","4","24","24","19","10","10","10","14960","1627","130","8263","134","4806"
"16","Daniel Clarke","Male","Whitby","ON","CA","MPRO","FIN","4:10:43","0:30:12","","2:11:08","","1:24:59","11","11","11","3065","83","68","17","16","16","15","11","11","11","15043","1812","135","7868","129","5099"
"31","Mikael Staer Nathan","Male","Toronto","ON","DK","MPRO","FIN","4:14:24","0:28:31","","2:11:48","","1:29:45","12","12","12","2999","40","34","12","11","11","10","12","12","12","15264","1711","130","7908","130","5385"
"17","Timothy Clarke","Male","Brooklyn","NY","US","MPRO","FIN","4:14:31","0:30:15","","2:18:26","","1:21:08","13","13","13","2996","88","72","18","35","33","21","13","13","13","15271","1815","136","8306","146","4868"
"12","Elliot Bach","Male","Marshall","TX","US","MPRO","FIN","4:15:12","0:27:19","","2:13:20","","1:30:23","14","14","14","2984","25","20","8","13","13","12","14","14","14","15312","1639","126","8000","124","5423"
"146","Matthew Bender","Male","Baltimore","MD","US","M30-34","FIN","4:16:08","0:28:33","","2:12:53","","1:26:58","15","15","1","3500","41","35","6","19","19","1","15","15","1","15368","1713","257","7973","207","5218"
"30","Kevin Ryan","Male","LEXINGTON","KY","US","MPRO","FIN","4:16:37","0:24:58","","2:10:26","","1:37:08","16","16","15","2959","5","5","3","5","5","5","16","16","15","15397","1498","123","7826","122","5828"
"29","Tim Russell","Male","SARATOGA SPGS","NY","US","MPRO","FIN","4:18:04","0:30:03","","2:11:09","","1:32:08","17","17","16","2933","79","65","16","14","14","13","17","17","16","15484","1803","139","7869","145","5528"
"33","Alexander Vanderlinden","Male","Kitchener","ON","CA","MPRO","FIN","4:18:25","0:27:20","","2:13:05","","1:33:35","18","18","17","2926","26","21","9","12","12","11","18","18","17","15505","1640","132","7985","133","5615"
"353","Joshua White","Male","Philadelphia","PA","US","M30-34","FIN","4:18:49","0:30:24","","2:15:33","","1:26:52","19","19","2","3451","91","73","9","28","28","3","19","19","2","15529","1824","182","8133","178","5212"
"19","Adam Feigh","Male","GRAND JCT","CO","US","MPRO","FIN","4:19:03","0:29:22","","2:08:19","","1:36:47","20","20","18","2915","64","51","14","8","8","7","20","20","18","15543","1762","137","7699","138","5807"
"199","Josh Arden","Male","Poughquag","NY","US","M35-39","FIN","4:20:50","0:28:41","","2:18:57","","1:27:12","21","21","1","3500","47","41","5","36","34","3","21","21","1","15650","1721","200","8337","160","5232"
"237","Yean Jimenez","Male","MORRISTOWN","NJ","DO","M30-34","FIN","4:22:41","0:25:49","","2:22:27","","1:28:53","22","22","3","3382","6","6","1","33","31","4","22","22","3","15761","1549","157","8547","175","5333"
