Bib Number,Athlete Name,Gender,City,State,Country,Division,Status,Finish Time,Swim Time,T1 Time,Bike Time,T2 Time,Run Time,Overall Rank,Gender Rank,Division Rank,AWA Points,Swim Rank (Overall),Swim Rank (Gender),Swim Rank (Division),Bike Rank (Overall),Bike Rank (Gender),Bike Rank (Division),Run Rank (Overall),Run Rank (Gender),Run Rank (Division),Finish (Seconds),Swim (Seconds),T1 (Seconds),Bike (Seconds),T2 (Seconds),Run (Seconds)
"6039","Chris Willoughby","Male","Feilding","Manawatu","NZ","M35-39","DNF","","0:32:28","0:06:27","3:01:39","0:00:00","","99999","99999","99999","","5","5","2","14","10","2","99999","99999","99999","","1948","387","10899","",""
"6010","Russell Troy","Male","Auckland","AUK","NZ","F18-24","DNF","","0:46:49","0:05:36","4:27:11","0:00:00","","99999","99999","99999","","30","13","1","39","15","1","99999","99999","99999","","2809","336","16031","",""
"6001","Kerry Freeman","Female","Rose Nay","AU-NSW","AU","F70-74","DNF","","0:55:38","0:09:22","3:42:29","0:00:00","","99999","99999","99999","","40","16","1","36","14","1","99999","99999","99999","","3338","562","13349","",""
"6021","Nicole Parker","Female","Auckland","AUK","NZ","F55-59","DNF","","0:45:39","0:09:33","3:48:10","0:00:00","","99999","99999","99999","","28","11","5","33","12","4","99999","99999","99999","","2739","573","13690","",""
"6017","Ben Ngaia","Male","Te Awamutu","North Island","NZ","M45-49","DNF","","0:38:29","0:04:59","2:45:23","0:00:00","","99999","99999","99999","","13","10","2","9","8","2","99999","99999","99999","","2309","299","9923","",""
"6043","Jo Baker","Female","Waipukurau","","NZ","F50-54","DNF","","0:39:22","0:05:07","2:50:24","0:00:00","","99999","99999","99999","","15","4","1","11","3","1","99999","99999","99999","","2362","307","10224","",""
"6009","Leanne Du Toit","Female","Auckland","North Island","NZ","F35-39","DNF","","0:55:17","0:07:28","3:42:43","0:00:00","","99999","99999","99999","","38","15","1","35","13","1","99999","99999","99999","","3317","448","13363","",""
"6035","Matt Parkinson","Male","New Plymouth","","NZ","M40-44","DNF","","0:39:16","0:05:09","2:58:42","0:00:00","","99999","99999","99999","","14","11","1","16","12","1","99999","99999","99999","","2356","309","10722","",""
"6020","Carol Taylor","Female","Hamilton","","NZ","F55-59","DNF","","0:44:40","0:10:07","4:30:02","0:00:00","","99999","99999","99999","","25","9","4","40","16","5","99999","99999","99999","","2680","607","16202","",""
"6042","Jo Baker","Female","Waipukurau","","NZ","M55-59","DNF","","0:35:41","0:05:49","2:31:00","0:00:00","","99999","99999","99999","","9","7","1","5","4","1","99999","99999","99999","","2141","349","9060","",""
"6002","Mitchell LANG","Male","Flaxmere, Hastings","NZ-HKB","AU","M60-64","DNF","","0:37:01","0:04:52","2:44:52","0:00:00","","99999","99999","99999","","11","8","1","8","7","1","99999","99999","99999","","2221","292","9892","",""
"6006","Mark Greenwood","Male","Norwich","NORFOLK","GB","M65-69","DNF","","0:41:09","0:06:19","2:51:42","0:00:00","","99999","99999","99999","","21","15","2","13","9","2","99999","99999","99999","","2469","379","10302","",""
"6038","Vicki Higson","Female","Tauranga","NZ-BOP","NZ","F50-54","DNF","","0:46:43","0:07:43","3:31:08","0:00:00","","99999","99999","99999","","29","12","2","29","10","2","99999","99999","99999","","2803","463","12668","",""
"6040","Julie Flintoff","Female","Oromahoe","North Island","NZ","F30-34","DNF","","0:49:44","0:06:40","3:17:50","0:00:00","","99999","99999","99999","","33","14","1","25","8","1","99999","99999","99999","","2984","400","11870","",""
"6015","Tony Evans","Male","Wellington","","NZ","M55-59","DNF","","0:52:30","0:11:12","3:46:26","0:00:00","","99999","99999","99999","","37","23","4","37","23","4","99999","99999","99999","","3150","672","13586","",""
"6000","Kendelle Murphy","Female","Breakfast Point","AU-AU-NSW","AU","F30-34","FIN","","","0:00:00","","0:00:00","","99999","99999","99999","","99999","99999","99999","99999","99999","99999","99999","99999","99999","","","","","",""
"6031","Shaun Brown","Male","Napier","North Island","NZ","M45-49","DNF","","0:41:07","0:08:38","3:32:16","0:00:00","","99999","99999","99999","","20","14","4","27","19","4","99999","99999","99999","","2467","518","12736","",""
"6023","Amanda Woodd","Female","Cambridge","NZ-WKO","NZ","F55-59","DNF","","0:33:44","0:04:56","2:31:24","0:00:00","","99999","99999","99999","","6","1","1","4","1","1","99999","99999","99999","","2024","296","9084","",""
"6034","Stewart Mclachlan","Male","Auckland","AUK","NZ","M50-54","DNF","","0:45:00","0:08:18","3:50:05","0:00:00","","99999","99999","99999","","27","17","4","34","22","4","99999","99999","99999","","2700","498","13805","",""
"6012","Natalie Peacock","Female","Waipukurau","","NZ","F45-49","DNF","","0:40:05","0:05:03","2:50:01","0:00:00","","99999","99999","99999","","17","6","1","12","4","1","99999","99999","99999","","2405","303","10201","",""
"6033","Nicolene Fisk","Female","Palmerston North","NZ-MWT","NZ","F65-69","FIN","","","0:00:00","","0:00:00","","99999","99999","99999","","99999","99999","99999","99999","99999","99999","99999","99999","99999","","","","","",""
"6041","Jamie Campbell","Male","Napier","HKB","NZ","M50-54","DNF","","0:27:51","0:03:22","2:12:18","0:00:00","","99999","99999","99999","","3","3","2","1","1","1","99999","99999","99999","","1671","202","7938","",""
"6030","Stephen Sheldrake","Male","Tamahere","North Island","NZ","M50-54","DNF","","0:27:15","0:03:26","2:22:05","0:00:00","","99999","99999","99999","","2","2","1","2","2","2","99999","99999","99999","","1635","206","8525","",""
"6005","Ralf Leupold","Male","DRESDEN","SN","DE","M65-69","DNF","","0:42:57","0:06:15","3:04:24","0:00:00","","99999","99999","99999","","24","16","3","20","15","3","99999","99999","99999","","2577","375","11064","",""
"6036","Greg Taylor","Male","New Plymouth","","NZ","M35-39","DNF","","0:26:43","0:03:12","2:36:55","0:00:00","","99999","99999","99999","","1","1","1","3","3","1","99999","99999","99999","","1603","192","9415","",""
"6029","Aaron Davis","Male","Auckland","North Island","NZ","M55-59","FIN","","","0:00:00","","0:00:00","","99999","99999","99999","","99999","99999","99999","99999","99999","99999","99999","99999","99999","","","","","",""
"6016","Stefan Webling","Male","New plymouth","","NZ","M35-39","DNF","","0:49:21","0:06:16","2:47:47","0:00:00","","99999","99999","99999","","32","19","3","17","13","3","99999","99999","99999","","2961","376","10067","",""
"6032","Tim Radcliffe","Male","Christchurch","NZ-CAN","NZ","M50-54","DNF","","0:55:27","0:11:20","3:50:25","0:00:00","","99999","99999","99999","","39","24","5","38","24","5","99999","99999","99999","","3327","680","13825","",""
"6011","Deirdre Lack","Female","Te Ranga","North Island","NZ","F55-59","DNF","","0:34:03","0:05:09","2:55:34","0:00:00","","99999","99999","99999","","7","2","2","10","2","2","99999","99999","99999","","2043","309","10534","",""
"6027","Geoffrey Barry","","Cambridge","North Island","NZ","M65-69","DNF","","0:28:05","0:05:50","2:50:04","0:00:00","","99999","99999","99999","","4","4","1","7","6","1","99999","99999","99999","","1685","350","10204","",""
"6022","Helen Desai","Female","Tauranga","BOP","NZ","F50-54","FIN","","","0:00:00","","0:00:00","","99999","99999","99999","","99999","99999","99999","99999","99999","99999","99999","99999","99999","","","","","",""
"6007","Sheryl Des Jardines","Female","Auckland","AUK","NZ","F65-69","DNF","","0:35:46","0:06:03","3:06:09","0:00:00","","99999","99999","99999","","10","3","1","19","5","1","99999","99999","99999","","2146","363","11169","",""
