Bib Number,Athlete Name,Gender,City,State,Country,Division,Status,Finish Time,Swim Time,T1 Time,Bike Time,T2 Time,Run Time,Overall Rank,Gender Rank,Division Rank,AWA Points,Swim Rank (Overall),Swim Rank (Gender),Swim Rank (Division),Bike Rank (Overall),Bike Rank (Gender),Bike Rank (Division),Run Rank (Overall),Run Rank (Gender),Run Rank (Division),Finish (Seconds),Swim (Seconds),T1 (Seconds),Bike (Seconds),T2 (Seconds),Run (Seconds)
"27","Jackson Laundry","Male","Guelph","ON","CA","MPRO","FIN","3:36:48","0:24:31","0:01:42","1:57:30","0:01:22","1:11:44","1","1","1","3500","8","7","7","1","1","1","1","1","1","13008","1471","102","7050","82","4304"
"25","Lionel Sanders","Male","Oro Valley","AZ","CA","MPRO","FIN","3:36:59","0:25:18","0:01:44","1:58:42","0:01:22","1:09:53","2","2","2","3496","15","14","14","3","3","3","2","2","2","13019","1518","104","7122","82","4193"
"26","Trevor Foley","Male","Brooksville","FL","US","MPRO","FIN","3:40:13","0:27:23","0:01:56","1:57:34","0:01:12","1:12:08","3","3","3","3438","34","27","20","4","4","4","3","3","3","13213","1643","116","7054","72","4328"
"28","Sam Appleton","Male","Boulder","CO","AU","MPRO","FIN","3:41:11","0:23:00","0:01:47","2:00:55","0:01:24","1:14:06","4","4","4","3421","2","2","2","2","2","2","4","4","4","13271","1380","107","7255","84","4446"
"29","Matthew Sharpe","Male","Boulder","CO","CA","MPRO","FIN","3:43:26","0:23:01","0:01:45","2:04:37","0:01:21","1:12:41","5","5","5","3380","3","3","3","7","7","7","5","5","5","13406","1381","105","7477","81","4361"
"56","Michael Arishita","Male","Flagstaff","AZ","US","MPRO","FIN","3:46:39","0:24:37","0:01:52","2:05:17","0:01:32","1:13:21","6","6","6","3322","11","10","10","10","10","10","6","6","6","13599","1477","112","7517","92","4401"
"53","Marty Andrie","Male","Colorado Springs","CO","US","MPRO","FIN","3:46:58","0:24:40","0:01:56","2:05:46","0:01:43","1:12:52","7","7","7","3317","12","11","11","14","14","14","7","7","7","13618","1480","116","7546","103","4372"
"33","Matt Schafer","Male","Cambridge","MA","US","MPRO","FIN","3:48:48","0:23:04","0:01:48","2:05:28","0:01:52","1:16:36","8","8","8","3284","4","4","4","9","9","9","8","8","8","13728","1384","108","7528","112","4596"
"51","Todd Suttor","Male","BOULDER","CO","US","MPRO","FIN","3:49:32","0:25:14","0:01:58","2:05:02","0:01:28","1:15:51","9","9","9","3270","14","13","13","11","11","11","9","9","9","13772","1514","118","7502","88","4551"
"42","Austin Podhajsky","Male","PARKER","CO","US","MPRO","FIN","3:50:47","0:25:19","0:01:46","2:05:12","0:01:10","1:17:19","10","10","10","3248","16","15","15","13","13","13","10","10","10","13847","1519","106","7512","70","4639"
