Bib Number,Athlete Name,Gender,City,State,Country,Division,Status,Finish Time,Swim Time,T1 Time,Bike Time,T2 Time,Run Time,Overall Rank,Gender Rank,Division Rank,AWA Points,Swim Rank (Overall),Swim Rank (Gender),Swim Rank (Division),Bike Rank (Overall),Bike Rank (Gender),Bike Rank (Division),Run Rank (Overall),Run Rank (Gender),Run Rank (Division),Finish (Seconds),Swim (Seconds),T1 (Seconds),Bike (Seconds),T2 (Seconds),Run (Seconds)
"1388","Justin Riele","Male","Henderson","NV","US","M25-29","FIN","4:12:30","0:29:09","","2:08:54","","1:26:37","1","1","1","3500","6","6","2","1","1","1","1","1","1","15150","1749","270","7734","199","5197"
"1588","Devin Volk","Male","Bend","OR","US","M25-29","FIN","4:15:45","0:30:15","","2:18:05","","1:21:13","2","2","2","3441","15","14","4","6","6","2","2","2","2","15345","1815","217","8285","155","4873"
"647","Manuel Huerta","Male","Miami","FL","PR","M35-39","FIN","4:24:57","0:28:04","","2:22:32","","1:28:14","3","3","1","3500","4","4","1","7","7","2","3","3","1","15897","1684","221","8552","147","5294"
"387","Tom De Bruyn","Male","Cardiff","California","BE","M35-39","FIN","4:25:36","0:32:26","","2:13:40","","1:31:22","4","4","2","3488","48","39","12","3","3","1","4","4","2","15936","1946","278","8020","210","5482"
"1120","David Wild","Male","KAILUA KONA","HI","US","M30-34","FIN","4:26:03","0:29:46","","2:15:19","","1:33:46","5","5","1","3500","11","11","2","2","2","1","5","5","1","15963","1786","249","8119","183","5626"
"187","Kiel Bur","Male","Savannah","GA","US","M35-39","FIN","4:31:20","0:31:25","","2:24:33","","1:27:24","6","6","3","3385","28","21","4","15","15","5","6","6","3","16280","1885","275","8673","203","5244"
"1268","Michael Mueller","Male","Mableton","GA","US","M25-29","FIN","4:31:43","0:35:42","","2:23:05","","1:25:20","7","7","3","3154","130","103","12","19","19","4","7","7","3","16303","2142","272","8585","185","5120"
"1277","Scott Tonder","Male","Colorado Springs","COLORADO","US","M35-39","FIN","4:32:34","0:32:06","","2:24:21","","1:28:31","8","8","4","3362","41","32","9","16","16","6","8","8","4","16354","1926","253","8661","204","5311"
"338","Angel Rodriguez","Male","Pasadena","CA","CA","M18-24","FIN","4:33:02","0:27:25","","2:23:06","","1:33:00","9","9","1","3500","2","2","1","9","9","1","9","9","1","16382","1645","326","8586","243","5580"
"517","Adam Goulet","Male","BEND","OR","US","M35-39","FIN","4:33:15","0:32:01","","2:20:13","","1:31:23","10","10","5","3350","40","31","8","11","11","3","10","10","5","16395","1921","310","8413","266","5483"
"523","Jose Graca","Male","KAILUA KONA","HI","BR","M45-49","FIN","4:35:22","0:31:45","","2:15:18","","1:40:31","11","11","1","3500","36","28","2","4","4","1","11","11","1","16522","1905","255","8118","213","6031"
"140","Juan Calle","Male","brookhaven","GA","CO","M30-34","FIN","4:35:58","0:30:53","","2:21:31","","1:35:36","12","12","2","3321","22","17","3","10","10","4","12","12","2","16558","1853","272","8491","206","5736"
"480","George Hoffmann","Male","PLAYA DEL REY","CA","US","M30-34","FIN","4:36:04","0:33:20","","2:18:40","","1:37:34","13","13","3","3319","59","49","8","8","8","3","13","13","3","16564","2000","231","8320","158","5854"
"1481","Jason Smith","Male","SANTA BARBARA","CA","US","M40-44","FIN","4:37:46","0:31:15","","2:25:26","","1:34:11","14","14","1","3500","27","20","2","17","17","1","14","14","1","16666","1875","248","8726","165","5651"
"177","Nicholas Brown","Male","KANAOHE","HI","US","M35-39","FIN","4:39:00","0:30:10","","2:23:05","","1:36:53","15","15","6","3247","14","13","3","12","12","4","15","15","6","16740","1810","266","8585","266","5813"
"848","Colton Douda","Male","WOODLAND HLS","CA","US","M25-29","FIN","4:40:44","0:27:42","","2:27:50","","1:37:18","16","16","4","2991","3","3","1","14","14","3","16","16","4","16844","1662","291","8870","182","5838"
"590","Sean Mahoney","Male","San Francisco","CA","US","M30-34","FIN","4:41:08","0:25:45","","2:21:06","","1:45:53","17","17","4","3228","1","1","1","5","5","2","17","17","4","16868","1545","269","8466","234","6353"
"1140","Jamie Woodbury","Male","SAN FRANCISCO","CA","CA","M30-34","FIN","4:46:20","0:31:31","","2:22:54","","1:44:03","18","18","5","3134","32","24","5","13","13","5","18","18","5","17180","1891","272","8574","200","6243"
"481","Diego Gelos","Male","Neuquen","","AR","M40-44","FIN","4:47:33","0:40:16","","2:26:43","","1:32:28","19","19","2","3323","293","231","23","42","42","8","19","19","2","17253","2416","335","8803","152","5548"
"1077","Daniel Raleigh","Male","Wilmette","IL","US","M35-39","FIN","4:48:08","0:42:11","","2:26:36","","1:28:39","20","20","7","3082","389","309","46","59","58","18","20","20","7","17288","2531","398","8796","244","5319"
"170","Anthony Chan","Male","San Diego","CA","US","M30-34","FIN","4:48:35","0:38:38","","2:27:34","","1:35:02","21","21","6","3094","218","178","24","32","32","8","21","21","6","17315","2318","251","8854","190","5702"
"1411","Ryan Seguine","Male","Whitefish","MT","US","M40-44","FIN","4:49:37","0:38:10","","2:25:20","","1:36:29","22","22","3","3286","201","165","14","26","26","4","22","22","3","17377","2290","306","8720","271","5789"
"691","Alexander Hoover","Male","DENVER","CO","US","M40-44","FIN","4:50:00","0:36:57","","2:25:13","","1:39:26","23","23","4","3279","164","132","10","24","24","3","23","23","4","17400","2217","318","8713","186","5966"
"870","Adam Rich","Male","SAN FRANCISCO","CA","US","M30-34","FIN","4:50:02","0:36:10","","2:31:15","","1:34:20","24","24","7","3068","141","114","15","38","38","9","24","24","7","17402","2170","281","9075","216","5660"
"1161","Edward O'Malley","Male","BOULDER","CO","US","M40-44","FIN","4:50:18","0:35:47","","2:30:44","","1:35:17","25","25","5","3274","133","106","9","37","37","7","25","25","5","17418","2147","314","9044","196","5717"
"1073","Christian Perreira","Male","HONOLULU","HI","US","M45-49","FIN","4:51:00","0:35:14","","2:30:53","","1:36:26","26","26","2","3218","112","88","9","35","35","3","26","26","2","17460","2114","309","9053","198","5786"
"1117","Javier Sanchez Arjonaaguado","Male","Seattle","WA","ES","M35-39","FIN","4:51:13","0:33:15","","2:33:33","","1:36:34","27","27","8","3027","58","48","14","34","34","12","27","27","8","17473","1995","247","9213","223","5794"
"817","Brian Lambert","Male","BOULDER","CO","US","M35-39","FIN","4:51:26","0:34:53","","2:30:21","","1:38:36","28","28","9","3023","95","76","17","29","29","10","28","28","9","17486","2093","249","9021","207","5916"
"1337","Kyle Visin","Male","Santa Barbara","CA","US","M35-39","FIN","4:53:59","0:29:36","","2:32:45","","1:44:27","29","29","10","2977","9","9","2","21","21","7","29","29","10","17639","1776","255","9165","177","6267"
"1573","Christian Waterstraat","Male","Naperville","IL","US","M45-49","FIN","4:54:13","0:33:13","","2:29:38","","1:41:36","30","30","3","3160","56","46","4","27","27","2","30","30","3","17653","1993","346","8978","240","6096"
"718","Diego Blanton","Male","PHILADELPHIA","PA","US","M25-29","FIN","4:54:22","0:38:40","","2:33:20","","1:32:12","31","31","5","2746","221","181","19","73","71","7","31","31","5","17662","2320","362","9200","247","5532"
"233","Carlos Cosoli","Male","Villa Elisa (La Plata)","AR-B","AR","M45-49","FIN","4:55:21","0:35:04","","2:34:20","","1:38:20","32","32","4","3140","104","82","8","47","47","4","32","32","4","17721","2104","243","9260","214","5900"
"1641","Rodrigo Tome","Male","San Diego","CA","BR","M40-44","FIN","4:55:54","0:34:57","","2:29:50","","1:42:04","33","33","6","3173","98","78","5","33","33","5","33","33","6","17754","2097","351","8990","192","6124"
"1047","Carlos Poggi","Male","Portoviejo","Manabi","EC","M35-39","FIN","4:56:16","0:38:50","","2:24:52","","1:42:47","34","34","11","2936","229","187","32","31","31","11","34","34","11","17776","2330","346","8692","241","6167"
"193","Ciaran Byrne","Male","Campbell","CA","IE","M45-49","FIN","4:56:48","0:37:39","","2:35:12","","1:35:00","35","35","5","3114","184","151","16","76","74","7","35","35","5","17808","2259","331","9312","206","5700"
"50","Federico Aradillas","Male","Mexico CityAmpliacion Alpes","D.F.","MX","M30-34","FIN","4:57:18","0:42:05","","2:33:50","","1:32:55","36","36","8","2937","381","304","33","85","82","16","36","36","8","17838","2525","287","9230","221","5575"
"110","Philip Billikopf","Male","Oceanside","CA","CL","M30-34","FIN","4:57:34","0:35:29","","2:33:03","","1:39:48","37","37","9","2932","120","95","13","54","53","13","37","37","9","17854","2129","350","9183","204","5988"
"980","Richard Sheldon","Male","Naramata","BC","GB","M30-34","FIN","4:57:42","0:36:19","","2:43:27","","1:30:59","38","38","10","2930","146","117","16","98","94","19","38","38","10","17862","2179","229","9807","188","5459"
"530","Aaron Kent","Male","Honolulu","HI","US","M30-34","FIN","4:57:55","0:36:09","","2:31:51","","1:41:07","39","39","11","2926","140","113","14","46","46","11","39","39","11","17875","2169","303","9111","225","6067"
"351","David Diaz","Male","KATY","TX","US","M40-44","FIN","4:57:55","0:35:11","","2:23:33","","1:51:32","40","40","7","3137","107","83","7","18","18","2","40","40","7","17875","2111","262","8613","198","6692"
"1112","Mark Pietrofesa","Male","Palo Alto","CA","US","M55-59","FIN","4:58:17","0:32:06","","2:29:59","","1:47:17","41","41","1","3500","42","33","4","25","25","1","41","41","1","17897","1926","328","8999","208","6437"
"1050","Andrew Theron","Male","BEND","OR","ZA","M30-34","FIN","4:59:10","0:33:51","","2:27:18","","1:48:38","42","42","12","2903","72","58","9","20","20","6","42","42","12","17950","2031","313","8838","249","6518"
"1427","Sergiy Yeroshov","Male","BROVARY","foreigner","UA","M35-39","FIN","4:59:16","0:40:40","","2:28:13","","1:41:52","43","43","12","2882","318","249","36","51","51","16","43","43","12","17956","2440","310","8893","200","6112"
"350","Benjamin Garland","Male","SCOTTSDALE","AZ","US","M30-34","FIN","4:59:17","0:34:03","","2:26:36","","1:47:38","44","44","13","2901","75","61","10","22","22","7","44","44","13","17957","2043","398","8796","263","6458"
"577","Daniel Hartong","Male","HILO","HI","US","M35-39","FIN","4:59:27","0:37:45","","2:35:01","","1:38:33","45","45","13","2879","189","155","25","65","64","19","45","45","13","17967","2265","266","9301","222","5913"
"758","Scott Catto","Male","OCEANSIDE","CA","GB","M25-29","FIN","4:59:36","0:36:18","","2:32:27","","1:42:25","46","46","6","2652","144","116","13","48","48","5","46","46","6","17976","2178","288","9147","219","6145"
"501","Dmitrii Gitelman","Male","Moscow","Idaho","RU","M40-44","FIN","5:00:08","0:38:44","","2:34:25","","1:38:43","47","47","8","3097","222","182","17","67","66","11","47","47","8","18008","2324","257","9265","239","5923"
"417","Rory Duckworth","Male","Bluffdale","UT","US","M35-39","FIN","5:00:37","0:37:56","","2:25:47","","1:48:08","48","48","14","2858","195","159","26","28","28","9","48","48","14","18037","2276","309","8747","217","6488"
"263","Jesse Czelusta","Male","Paris","ILE-DE-FRANCE","US","M45-49","FIN","5:00:42","0:32:55","","2:39:55","","1:39:35","49","49","6","3044","51","42","3","71","70","6","49","49","6","18042","1975","291","9595","206","5975"
"717","Daniel Johnson","Male","TOMBALL","TX","US","M35-39","FIN","5:01:12","0:42:17","","2:25:10","","1:44:32","50","50","15","2847","393","313","48","45","45","15","50","50","15","18072","2537","334","8710","219","6272"
"502","Paul Gompers","Male","Newton","MA","US","M55-59","FIN","5:02:12","0:35:28","","2:34:49","","1:41:05","51","51","2","3429","119","94","12","62","61","3","51","51","2","18132","2128","376","9289","274","6065"
"670","Skylar Morrill","Male","Wahiawa","HI","US","M30-34","FIN","5:03:00","0:36:46","","2:35:46","","1:41:52","52","52","14","2834","157","126","17","66","65","15","52","52","14","18180","2206","293","9346","223","6112"
"857","Brandon Mailhot","Male","KAILUA KONA","HI","US","M35-39","FIN","5:03:03","0:40:09","","2:26:42","","1:47:25","53","53","16","2814","289","227","34","39","39","13","53","53","16","18183","2409","316","8802","210","6445"
"505","Patrick Ellison","Male","Honolulu","HI","US","M50-54","FIN","5:03:18","0:35:30","","2:32:37","","1:44:47","54","54","1","3500","121","96","11","49","49","2","54","54","1","18198","2130","354","9157","270","6287"
"98","Blake Eshelman","Male","NEW HOPE","PA","US","M18-24","FIN","5:03:29","0:30:54","","2:37:07","","1:45:30","55","55","2","2951","23","18","3","53","52","2","55","55","2","18209","1854","378","9427","221","6330"
"1233","Alvaro Sanchez","Male","SAN GERMAN","PR","BO","M45-49","FIN","5:04:28","0:35:22","","2:34:58","","1:45:32","56","56","7","2976","116","92","10","56","55","5","56","56","7","18268","2122","283","9298","233","6332"
"1745","Mike Swan","Male","Santa barbara","CA","US","M50-54","FIN","5:04:58","0:34:06","","2:39:51","","1:42:15","57","57","2","3470","77","63","6","78","76","7","57","57","2","18298","2046","295","9591","231","6135"
"1717","Ovidio Bilbao","Male","hialeah","FL","US","M45-49","FIN","5:05:07","0:38:35","","2:43:42","","1:34:09","58","58","8","2964","215","176","20","121","116","14","58","58","8","18307","2315","302","9822","220","5649"
"341","Brian Devlin","Male","Boise","ID","US","M40-44","FIN","5:05:37","0:35:02","","2:32:13","","1:50:21","59","59","9","2998","101","80","6","36","36","6","59","59","9","18337","2102","266","9133","214","6621"
"876","Bree Wee","Female","kailua-kona","HI","US","F40-44","FIN","5:06:02","0:30:32","","2:39:27","","1:48:16","60","1","1","3500","18","3","2","52","1","1","60","1","1","18362","1832","255","9567","212","6496"
"544","Sean Richardson","Male","PLS VRDS EST","CA","US","M60-64","FIN","5:07:31","0:30:23","","2:34:06","","1:53:57","61","60","1","3500","16","15","1","30","30","1","61","60","1","18451","1823","297","9246","248","6837"
"1200","Ryan Zelinski","Male","Moundsville","WV","US","M30-34","FIN","5:07:42","0:42:49","","2:38:53","","1:37:12","62","61","15","2750","424","337","39","117","112","21","62","61","15","18462","2569","316","9533","212","5832"
"485","Wes Dupont","Male","NEW YORK","NY","US","M50-54","FIN","5:08:33","0:35:13","","2:36:27","","1:46:50","63","62","3","3405","109","85","10","63","62","4","63","62","3","18513","2113","316","9387","287","6410"
"1583","Mark Webb","Male","Seattle","WA","US","M45-49","FIN","5:08:52","0:37:41","","2:37:53","","1:45:27","64","63","9","2897","185","152","17","83","80","9","64","63","9","18532","2261","279","9473","192","6327"
"581","Brian Hans","Male","Centreville","VA","US","M40-44","FIN","5:09:15","0:34:46","","2:39:29","","1:47:07","65","64","10","2933","93","74","4","75","73","12","65","64","10","18555","2086","233","9569","239","6427"
"525","Phillip Falkner","Male","Dadeville","AL","US","M50-54","FIN","5:09:17","0:38:09","","2:32:30","","1:46:20","66","65","4","3392","200","164","24","70","69","5","66","65","4","18557","2289","410","9150","328","6380"
"1150","Tyler Woodbury","Male","Berkeley","CA","CA","M30-34","FIN","5:09:51","0:31:31","","2:35:22","","1:52:41","67","66","16","2711","31","23","4","44","44","10","67","66","16","18591","1891","364","9322","254","6761"
