Bib Number,Athlete Name,Gender,City,State,Country,Division,Status,Finish Time,Swim Time,T1 Time,Bike Time,T2 Time,Run Time,Overall Rank,Gender Rank,Division Rank,AWA Points,Swim Rank (Overall),Swim Rank (Gender),Swim Rank (Division),Bike Rank (Overall),Bike Rank (Gender),Bike Rank (Division),Run Rank (Overall),Run Rank (Gender),Run Rank (Division),Finish (Seconds),Swim (Seconds),T1 (Seconds),Bike (Seconds),T2 (Seconds),Run (Seconds)
"2","Bradley Weiss","Male","Stellenbosch","Western Cape","ZA","MPRO","FIN","3:50:37","0:23:48","","2:09:19","","1:13:55","1","1","1","3500","4","4","4","2","2","2","1","1","1","13837","1428","108","7759","107","4435"
"1","Matt Trautman","Male","Cape Town","","ZA","MPRO","FIN","3:51:22","0:23:46","","2:07:43","","1:16:17","2","2","2","3486","2","2","2","1","1","1","2","2","2","13882","1426","99","7663","116","4577"
"3","Cameron MacNair","Male","Stellenbosch","WESTERN CAPE","ZA","MPRO","FIN","4:06:27","0:23:47","","2:15:54","","1:22:47","3","3","3","3215","3","3","3","3","3","3","3","3","3","14787","1427","106","8154","133","4967"
"7","Adriaan Myburgh","Male","Pretoria","Gauteng","ZA","MPRO","FIN","4:08:47","0:26:44","","2:21:29","","1:16:48","4","4","4","3173","22","17","8","7","7","7","4","4","4","14927","1604","105","8489","121","4608"
"6","Keegan Cooke","Male","Port Elizabeth","Eastern Cape","ZA","MPRO","FIN","4:09:34","0:23:44","","2:22:52","","1:18:58","5","5","5","3158","1","1","1","5","5","5","5","5","5","14974","1424","110","8572","130","4738"
"9","Kristian Rød","Male","Oslo","","NO","MPRO","FIN","4:11:28","0:26:40","","2:21:19","","1:19:52","6","6","6","3124","20","15","6","6","6","6","6","6","6","15088","1600","101","8479","117","4792"
"23","Rudolf Naude","Male","Vanderbijlpark","Gauteng","ZA","M30-34","FIN","4:19:49","0:24:08","","2:27:24","","1:23:05","7","7","1","3500","5","5","1","9","9","1","7","7","1","15589","1448","163","8844","149","4985"
"22","Benjamin Janse Van Rensburg","Male","jhb","Gauteng","ZA","M35-39","FIN","4:21:16","0:30:15","","2:18:12","","1:26:44","8","8","1","3500","91","75","10","8","8","1","8","8","1","15676","1815","218","8292","147","5204"
"4","James McCallum","Male","Cape Town","Western Cape","ZA","MPRO","FIN","4:21:45","0:26:47","","2:18:44","","1:31:10","9","9","7","2939","23","18","9","4","4","4","9","9","7","15705","1607","127","8324","177","5470"
"11","Emma Pallant-Browne","Female","Farnham","Surrey","GB","FPRO","FIN","4:23:26","0:25:32","","2:30:25","","1:23:38","10","1","1","3500","10","2","2","12","1","1","10","1","1","15806","1532","113","9025","119","5018"
"147","David Sher","Male","Cape Town","Western Cape","ZA","M18-24","FIN","4:25:16","0:24:15","","2:29:48","","1:26:49","11","10","1","3500","6","6","1","11","11","1","11","10","1","15916","1455","130","8988","134","5209"
"8","Dehan Louw","Male","Johannesburg","","ZA","MPRO","FIN","4:25:36","0:26:37","","2:27:50","","1:27:07","12","11","8","2870","18","13","5","10","10","8","12","11","8","15936","1597","102","8870","141","5227"
"13","Magda Nieuwoudt","Female","South Africa Gauteng","foreigner","ZA","FPRO","FIN","4:32:26","0:26:17","","2:32:06","","1:29:29","13","2","2","3338","15","4","3","13","2","2","13","2","2","16346","1577","141","9126","133","5369"
"302","Dylan Van Zyl","Male","Cape Town","Western Cape","ZA","M25-29","FIN","4:32:31","0:26:09","","2:32:27","","1:28:58","14","12","1","3500","14","11","3","14","12","1","14","12","1","16351","1569","144","9147","152","5338"
"29","Grant Guerin","Male","Durban","KwaZulu-Natal","ZA","M40-44","FIN","4:36:37","0:30:08","","2:29:00","","1:31:13","15","13","1","3500","83","68","10","15","13","1","15","13","1","16597","1808","219","8940","157","5473"
"31","Jonty Low","Male","Cape Town","Western Cape","ZA","M35-39","FIN","4:39:25","0:24:31","","2:39:17","","1:31:07","16","14","2","3173","7","7","1","17","15","2","16","14","2","16765","1471","123","9557","146","5467"
"21","Nico Burden","Male","Port Elizabeth","Eastern Cape","ZA","M25-29","FIN","4:42:11","0:27:32","","2:38:03","","1:31:31","17","15","2","3326","27","22","5","23","20","2","17","15","2","16931","1652","172","9483","133","5491"
"12","Julie Aspesletten","Female","Oslo","","NO","FPRO","FIN","4:43:31","0:31:43","","2:34:06","","1:32:44","18","3","3","3138","181","35","5","22","3","3","18","3","3","17011","1903","138","9246","160","5564"
"546","Bonga Nkqintiza","Male","Mossel Bay","Western Cape","ZA","M18-24","FIN","4:43:43","0:33:58","","2:35:14","","1:28:34","19","16","2","3167","367","283","22","29","26","3","19","16","2","17023","2038","195","9314","162","5314"
