Bib Number,Athlete Name,Gender,City,State,Country,Division,Status,Finish Time,Swim Time,T1 Time,Bike Time,T2 Time,Run Time,Overall Rank,Gender Rank,Division Rank,AWA Points,Swim Rank (Overall),Swim Rank (Gender),Swim Rank (Division),Bike Rank (Overall),Bike Rank (Gender),Bike Rank (Division),Run Rank (Overall),Run Rank (Gender),Run Rank (Division),Finish (Seconds),Swim (Seconds),T1 (Seconds),Bike (Seconds),T2 (Seconds),Run (Seconds)
"13","Lionel Sanders","Male","Oro Valley","AZ","CA","MPRO","FIN","3:44:06","0:25:16","","2:02:34","","1:13:09","1","1","1","3500","10","10","9","1","1","1","1","1","1","13446","1516","109","7354","78","4389"
"2","Paco Serrano","Male","San Pedro Garza GarciaSan Pedro Garza Garcia","Intl State","MX","MPRO","FIN","3:54:01","0:25:14","","2:09:09","","1:17:02","2","2","2","3321","7","7","6","3","3","3","2","2","2","14041","1514","72","7749","83","4622"
"21","Robbie Deckard","Male","Boulder","CO","US","MPRO","FIN","3:54:36","0:25:15","","2:09:06","","1:17:31","3","3","3","3311","9","9","8","7","7","7","3","3","3","14076","1515","80","7746","84","4651"
"12","Tomasz Szala","Male","Nowa Iwiczna","mazowieckie","PL","MPRO","FIN","3:58:52","0:25:12","","2:08:57","","1:22:03","4","4","4","3234","6","6","5","5","5","5","4","4","4","14332","1512","90","7737","70","4923"
"22","Nicholas Chase","Male","washington","UT","US","MPRO","FIN","4:01:28","0:25:10","","2:09:06","","1:24:22","5","5","5","3187","5","5","4","4","4","4","5","5","5","14488","1510","81","7746","89","5062"
"4","Eric Lagerstrom","Male","Bend","OR","US","MPRO","FIN","4:04:58","0:23:20","","2:10:43","","1:28:10","6","6","6","3124","2","2","2","2","2","2","6","6","6","14698","1400","91","7843","74","5290"
"8","Joaquin Pereda","Male","Cozumel","MX-ROO","MX","MPRO","FIN","4:11:11","0:23:16","","2:19:47","","1:25:15","7","7","7","3012","1","1","1","8","8","8","7","7","7","15071","1396","81","8387","92","5115"
"18","Matt Franklin","Male","Auckland","AUK","NZ","MPRO","FIN","4:17:29","0:23:22","","2:10:40","","1:40:21","8","8","8","2899","3","3","3","6","6","6","8","8","8","15449","1402","97","7840","88","6021"
"23","Arturo Garza","Male","Naucalpan","Estado de Mexico","MX","MPRO","FIN","4:18:00","0:25:14","","2:24:41","","1:25:13","9","9","9","2889","8","8","7","9","9","9","9","9","9","15480","1514","79","8681","92","5113"
"843","Armen Vartanian","Male","Hillsborough","CA","AM","M40-44","FIN","4:18:47","0:29:21","","2:19:59","","1:23:41","10","10","1","3500","35","28","1","11","11","1","10","10","1","15527","1761","182","8399","164","5021"
"719","Carlos Santiago","Male","Chula Vista","CA","MX","M25-29","FIN","4:19:24","0:26:01","","2:23:44","","1:25:20","11","11","1","3500","11","11","1","10","10","1","11","11","1","15564","1561","116","8624","143","5120"
