Bib Number,Athlete Name,Gender,City,State,Country,Division,Status,Finish Time,Swim Time,T1 Time,Bike Time,T2 Time,Run Time,Overall Rank,Gender Rank,Division Rank,AWA Points,Swim Rank (Overall),Swim Rank (Gender),Swim Rank (Division),Bike Rank (Overall),Bike Rank (Gender),Bike Rank (Division),Run Rank (Overall),Run Rank (Gender),Run Rank (Division),Finish (Seconds),Swim (Seconds),T1 (Seconds),Bike (Seconds),T2 (Seconds),Run (Seconds)
"121","Tim Gošnjak","Male","Zreče","foreigner","SI","M30-34","FIN","3:57:16","0:26:10","0:03:45","2:04:47","0:01:51","1:20:43","1","1","1","3500","45","40","16","1","1","1","1","1","1","14236","1570","225","7487","111","4843"
"781","Frédérick de Miollis","Male","Nice","Provence-Alpes-Côte d'Azur","FR","M30-34","FIN","3:57:51","0:25:29","0:02:54","2:11:37","0:02:40","1:15:11","2","2","2","3489","21","20","8","4","4","3","2","2","2","14271","1529","174","7897","160","4511"
"666","Niklas Hornshøj","Male","Vemmelev","","DK","M30-34","FIN","3:58:08","0:24:34","0:03:23","2:08:04","0:02:52","1:19:14","3","3","3","3484","14","13","4","3","3","2","3","3","3","14288","1474","203","7684","172","4754"
"634","Jonas Müller","Male","Köln","","DE","M25-29","FIN","4:01:18","0:25:32","0:02:51","2:11:44","0:01:51","1:19:20","4","4","1","3500","22","21","5","5","5","1","4","4","1","14478","1532","171","7904","111","4760"
"42","Tine LAVRENCIC","Male","Vipava","","SI","M30-34","FIN","4:02:05","0:25:51","0:03:04","2:14:37","0:01:55","1:16:39","5","5","4","3413","32","30","12","11","11","4","5","5","4","14525","1551","184","8077","115","4599"
"490","Filippo Turco","Male","Vittorio Veneto","Treviso","IT","M18-24","FIN","4:03:12","0:25:27","0:03:12","2:12:42","0:02:07","1:19:44","6","6","1","3500","19","18","5","8","8","2","6","6","1","14592","1527","192","7962","127","4784"
"1174","Wolfgang Teuchner","Male","Germering","","GH","M40-44","FIN","4:03:13","0:26:02","0:02:36","2:06:25","0:02:12","1:25:58","7","7","1","3500","39","36","5","2","2","1","7","7","1","14593","1562","156","7585","132","5158"
"636","Florian Lienhart","Male","Graz","","AT","M25-29","FIN","4:04:16","0:23:44","0:02:37","2:13:50","0:02:05","1:22:01","8","8","2","3446","7","6","2","6","6","2","8","8","2","14656","1424","157","8030","125","4921"
"685","Jakub Wozniak","Male","Kraków","","PL","M30-34","FIN","4:04:49","0:28:56","0:03:37","2:12:28","0:02:15","1:17:33","9","9","5","3364","159","140","39","18","18","7","9","9","5","14689","1736","217","7948","135","4653"
"122","Matej Machácek","Male","Svaty Jur","","SK","M18-24","FIN","4:07:31","0:25:59","0:02:56","2:14:51","0:01:35","1:22:10","10","10","2","3422","37","35","6","12","12","3","10","10","2","14851","1559","176","8091","95","4930"
"813","Simon Wahlandt","Male","Bratislava","Bratislava Region","SK","M30-34","FIN","4:08:11","0:25:43","0:03:46","2:17:23","0:01:35","1:19:43","11","11","6","3303","26","25","9","34","34","12","11","11","6","14891","1543","226","8243","95","4783"
"508","Niko Malleczek","Male","Wien","","AT","M18-24","FIN","4:08:38","0:23:51","0:02:41","2:14:02","0:02:20","1:25:44","12","12","3","3402","9","8","3","7","7","1","12","12","3","14918","1431","161","8042","140","5144"
"585","Niklas Dominick","Male","Graz","","DE","M25-29","FIN","4:08:57","0:26:40","0:02:42","2:15:44","0:01:53","1:21:58","13","13","3","3362","60","53","16","20","20","5","13","13","3","14937","1600","162","8144","113","4918"
"558","Erik Kollár","Male","Baja","","HU","M25-29","FIN","4:08:57","0:25:32","0:03:39","2:19:34","0:01:42","1:18:29","14","14","4","3362","23","22","6","39","39","9","14","14","4","14937","1532","219","8374","102","4709"
"1552","Bruno Pasqualini","Male","Torino","Torino","IT","M50-54","FIN","4:09:14","0:27:06","0:02:56","2:13:55","0:02:15","1:23:03","15","15","1","3500","78","67","2","13","13","1","15","15","1","14954","1626","176","8035","135","4983"
"30","Clemens Enzenhofer","Male","Bad Leonfelden","","AT","M35-39","FIN","4:09:26","0:30:26","0:02:59","2:12:05","0:02:02","1:21:55","16","16","1","3500","249","221","34","23","23","5","16","16","1","14966","1826","179","7925","122","4915"
"648","Constantin Moser","Male","Laxenburg","NIEDEROSTERREICH","AT","M25-29","FIN","4:09:54","0:26:03","0:02:29","2:15:33","0:02:21","1:23:29","17","17","5","3345","41","38","9","15","15","4","17","17","5","14994","1563","149","8133","141","5009"
